NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,"

056

023","

2

1","


5A","


4","

Grave076.-C)","NOCEDERELPASOEN
INTERSECCIÓNREGULADAPORUNAGENTEDELACIRCULACIÓN,OBLIGANDOALCONDUCTORDEOTROVEHÍCULOQUECIRCULACONPRIORIDADAFRENAROMANIOBRARBRUSCAMENTE","

200.0

100.0",Conductor,,"


CEDAELPASO"
CIR,"

056

023","

3

1","


5A","


4","

Grave076.-C)","NOCEDERELPASOEN
INTERSECCIÓNREGULADAPORSEMÁFOROS,OBLIGANDOALCONDUCTORDEOTROVEHÍCULOQUECIRCULACONPRIORIDADAFRENAROMANIOBRARBRÚSCAMENTE","

200.0

100.0",Conductor,,"

CEDAELPASO"
CIR,"

056

023","

5

1","


5A","


4","

Grave076.-L)","NOCEDERELPASOEN
INTERSECCIÓNREGULADACONSEÑALDECEDAELPASO,OBLIGANDOALCONDUCTORDEOTROVEHÍCULOQUECIRCULACONPRIORIDADAFRENAROMANIOBRARBRUSCAMENTE","

200.0

100.0",Conductor,,"

CEDAELPASO"
CIR,"

056

023","

5

1","


5B","


4","

Grave076.-L)","NOCEDERELPASOEN
INTERSECCIÓNREGULADACONSEÑALDEDETENCIÓNOBLIGATORIA,OBLIGANDOALCONDUCTORDEOTROVEHÍCULOQUECIRCULACONPRIORIDADAFRENAROMANIOBRARBRUSCAMENTE
(STOP)	","

200.0

100.0",Conductor,,"



STOP"
CIR,"
057

023","
1-A

2","

5B","

4","
Grave076.-C)","CIRCULARPORUNAVÍASINPAVIMENTARSINCEDERELPASOAOTROVEHÍCULOQUECIRCULAPORVÍA
PAVIMENTADA","
200.0

100.0",Conductor,,"
CEDAELPASO"
CIR,"057

023","1-B

2","
5B","
4",Grave076.-C),NORESPETARLAPRIORIDADDEPASODEUNVEHÍCULOQUECIRCULAPORRAÍLES,"200.0

100.0",Conductor,,"
CEDAELPASO"
CIR,"

057

023","

1-C

2","


5C","


4","

Grave076.-C)","
ACCEDERAUNAGLORIETASINRESPETARLAPREFERENCIADEPASODEUNVEHÍCULOQUECIRCULAPORLAMISMA","

200.0

100.0",Conductor,"NOTA:Endefectodeseñalqueregulelapreferenciadepaso,elconductorestáobligadoacederloalosvehículosqueseaproximenporsuderecha,salvoaquellossupuestoscontempladosenlos
códigos-preceptodeesteartículo.","

CEDAELPASO"
CIR,"
057

023","
1-D

3","

5D","

4","
Grave076.-C)","ACCEDERAUNAAUTOPISTAOAUTOVÍASINRESPETARLAPREFERENCIADEPASODEUNVEHÍCULOQUECIRCULA
PORLAMISMA","
200.0

100.0",Conductor,,"
CEDAELPASO"
CIR,"

057

023","

1

2","


5A","


4","

Grave076.-C)","
NOCEDERELPASOENUNAINTERSECCIÓNAUNVEHÍCULOQUESEAPROXIMAPORSUDERECHA","

200.0

100.0",Conductor,"NOTA:Endefectodeseñalqueregulelapreferenciadepaso,elconductorestáobligadoacederloalosvehículosqueseaproximenporsuderecha,salvoaquellossupuestoscontempladosenlos
códigos-preceptodeesteartículo.","


CEDAELPASO"
CIR,"


058

026","


1

1","



5A","



0","


Grave076.-C)","
NOMOSTRARCONSUFICIENTEANTELACIÓN,PORSUFORMADECIRCULARYESPECIALMENTECONLAREDUCCIÓNPAULATINADELAVELOCIDAD,QUEVAACEDERELPASOENUNAINTERSECCIÓN","


200.0

100.0",Conductor,"NOTA:Deberádescribirse,sucintamente,laformadecircular(altavelocidad,acelerando,etc)ylaformadedetenerse(ruido,desplazamientodegravilla,brusquedad,etc)ylareacciónqueprodujoenelconductorquecirculabaporlavíapreferente(frenazo,maniobraevasivaal
volante,etc).","


CEDAELPASO"
CIR,"


059

026","


1

2","



5A","



0","


Grave076.-C)","

ENTRARCONELVEHÍCULORESEÑADOENUNAINTERSECCIÓN,QUEDANDODETENIDODEFORMAQUEIMPIDEUOBSTRUYELACIRCULACIÓNTRANSVERSAL","


200.0

100.0",Conductor,"NOTA:Ningúnconductor,aunquetengalaprioridaddepasoenesosmomentos,deberápenetrarconsuvehículoenunaintersecciónoenunpasoparapeatonesoparaciclistassilasituacióndelacirculaciónestalque,previsiblemente,puedaquedardetenidodeformaqueimpidau
obstruyalacirculacióntransversal.","


CEDAELPASO"
CIR,"

059

026","

1

2","


5B","


0","

Grave076.-C)","ENTRARCONELVEHÍCULORESEÑADOENUNPASODE
PEATONESociclistas,QUEDANDODETENIDODEFORMAQUEIMPIDEUOBSTRUYELACIRCULACIÓN
TRANSVERSAL","

200.0

100.0",Conductor,,"

CEDAELPASO"
CIR,"




059

026","




2

3","





5A","





0","




Grave076.-C)","TENERDETENIDOELVEHÍCULOENINTERSECCIÓNREGULADAPORSEMÁFORO,OBSTACULIZANDOLACIRCULACIÓN,YNOSALIRDEAQUELLALOANTESPOSIBLE,PUDIENDOHACERLO(TODOCONDUCTORQUETENGADETENIDOSUVEHICULOENUNAINTERSECCIÓNREGULADAPORSEMÁFOROYLASITUACIÓNDELMISMOCONSTITUYAOBSTÁCULO
PARALACIRCULACIÓN,)	","




200.0

100.0",Conductor,"


NOTA:deberásalirdeaquellasinesperaraquesepermitalacirculaciónenladirecciónqueseproponetomar,siemprequealhacerlonoentorpezcalamarchadelosdemásusuariosqueavancenenelsentidopermitido.","





CEDAELPASO"
CIR,"


060

023","


1

3","



5A","



0","


Grave076.-C)","

NORESPETARLAPRIORIDADDEPASODEOTROVEHÍCULOQUEHAENTRADOPRIMEROENUNTRAMOESTRECHONOSEÑALIZADOALEFECTO","


200.0

100.0",Conductor,"NOTA:Todoconductor,independientementedelvehículoqueconduzca,tendráquereconocerelderechodepreferenciadepasoalquehubieseentradoprimeroenuntramodeobrasoestrechamiento.Encasodedudasobredichacircunstancia,tendrálapreferenciaelvehiculoconmayores
dificultadesdemaniobra.","


PRIORIDADDEPASO"
CIR,"

060

023","

2

3","


5A","


0","

Grave076.-C)","CIRCULARCONUNVEHÍCULO,CABALLERÍASOGANADOPORSITIODISTINTODELSEÑALADOALEFECTO,ENUNAVÍADONDESEESTÁNEFECTUANDOOBRASDE
REPARACIÓN","

200.0

100.0",Conductor,"NOTA:Cuandolareglaanteriorhubieradeaplicarseavehículosdelmismotipo,lapreferenciasedecidiráporelquetuvieraquedarmarchaatrásmayordistanciay,encasodeigualdad,porelquetuviera
mayoranchuralongitudoMMA.","

PRIORIDADDEPASO"
CIR,"


060

023","


4

3","



5A","



0","


Grave076.-C)","NOCOLOCARSEDETRÁSDEOTROVEHÍCULOQUESEENCUENTRADETENIDO,ESPERANDOPARAPASAR,ANTEUNAOBRADEREPARACIÓNDELAVÍA,INTENTANDOSUPERARLAMISMASINSEGUIRALVEHÍCULOQUETIENE
DELANTE","


200.0

100.0",Conductor,,"


PRIORIDADDEPASO"
CIR,"

060

023","

5

3","


5A","


0","


Grave076.-C)","NOSEGUIRLASINDICACIONESDELPERSONALDESTINADOAREGULARELPASOENTRAMOSENOBRAS(LAREALIZACIÓNDEOBRASENLAVÍAPÚBLICASINCOMUNICACIÓNPREVIASE
RECOGEENELART.139)	","

200.0

100.0",ConductorUsuario,"
NOTA:Entodosloscasosprevistosenesteartículo,losusuariosdelavíaestánobligadosaseguirlasindicacionesdelpersonaldestinadoalaregulacióndelpasodevehículos","



DESOBEDIENCIAÓRD.ySEÑALES"
CIR,"


061

024","


1

1","



5A","



0","


Grave076.-C)","
NORESPETARLAPRIORIDADDEPASOAOTROVEHÍCULOQUECIRCULAENSENTIDOCONTRARIO,PORUNPUENTEUOBRASEÑALIZADOALEFECTO,CUYAANCHURANOPERMITEELCRUCEDEAMBOSALMISMOTIEMPO","


200.0

100.0",Conductor,"NOTA:Elordendepreferenciadepasoporpuentesuobrasdepasocuyaanchuranopermitaelcrucedevehiculosserealizaráconformealaseñalizaciónqueloregule.Enausenciadeseñalización,elordendepreferenciaentrelosdistintostiposdevehiculosseajustaráaloestablecidoenelartículo62del
presenteReglamento.","


PRIORIDADDEPASO"
CIR,"

061

024","

2

1","


5A","


0","


Grave076.-C)","NORETROCEDERENUNPUENTEOPASOHABILITADODEOBRASPARADEJARPASOAOTROVEHÍCULOQUECIRCULAENSENTIDOCONTRARIOYQUEGOZADEPRIORIDADSEÑALIZADAALEFECTO,SIENDOIMPOSIBLE
ELCRUCE","

200.0

100.0",Conductor,,"


PRIORIDADDEPASO"
CIR,"


061

024","


3

1","



5A","



0","


Grave076.-C)","NORESPETARLAPRIORIDADDEPASOELCONDUCTORDEUNVEHÍCULOQUENECESITAAUTORIZACIÓNESPECIALPARACIRCULAR,AOTRODEIDÉNTICASCARACTERÍSTICAS,ENPUENTESDEANCHODECALZADAINFERIORASEIS
METROS	","


200.0

100.0",Conductor,,"



PRIORIDADDEPASO"
CIR,"


062

024","


1

1","



5A","



0","


Grave076.-C)","NORESPETARELORDENDEPREFERENCIAENTREDISTINTOSTIPOSDEVEHÍCULOS,CUANDOUNODEELLOSTENGAQUEDARMARCHAATRÁS,ENAUSENCIADESEÑALIZACIÓN(DEBERÁINDICARSELOSTIPOSDEVEHÍCULOS
IMPLICADOS)","


200.0

100.0",Conductor,,"


PRIORIDADDEPASO"
CIR,"



062

024","



1

1","




5B","




0","



Grave076.-C)","NORESPETARELORDENDEPREFERENCIAENTREVEHÍCULOSDELMISMOTIPO,AFAVORDELQUETIENEQUEDARMARCHAATRÁSMAYORDISTANCIA,YENCASODEIGUALDAD,DELQUETENGAMAYORANCHURA,LONGITUDOMMA,ENAUSENCIADESEÑALIZACIÓN(DEBERÁINDICARSELOSTIPOSDE
VEHÍCULOSIMPLICADOS)	","



200.0

100.0",Conductor,,"




PRIORIDADDEPASO"
CIR,"

063

024","

1

2","


5A","


0","

Grave076.-C)","NORESPETARLAPRIORIDADDEPASOALVEHÍCULOQUECIRCULAENSENTIDOASCENDENTE,ENUNTRAMODEGRANPENDIENTEYESTRECHO,NOSEÑALIZADOALEFECTO","

200.0

100.0",Conductor,"NOTA:Tramodegranpendienteseríaaquelquetieneunainclinaciónmínimadel7%.Laexcepciónenlaaplicacióndeestanormaseríaqueelvehículoqueasciendeporlacalzadapudierallegarantesaunapartadero
establecidoalefecto.","


PRIORIDADDEPASO"
CIR,"
064

025","
-1","

5A","

0","
Grave076.-C)","NORESPETARLAPRIORIDAD
DEPASOESTABLECIDADELOSCONDUCTORESRESPECTODEPEATONESYANIMALES,CUANDOSECORTANSUSTRAYECTORIAS","
200.0

100.0",Usuario,,"

PRIORIDADDEPASO"
CIR,"

064

025","

-4","


5B","


4","

Grave076.-C)","

NORESPETARLAPRIORIDADDEPASOPARACICLISTAS,CONRIESGOPARAÉSTOS","

200.0

100.0",Conductor,"NOTA:Sedebeespecificarenqué
consistióelriesgoparaéstos(interceptacióndelatrayectoria,distanciamínimaalcruzarse,leveroce,caida,etc)ysielconductordelabicicleta,oelpeatón,tuvoqueadoptaralgunamedidaevasivaparaevitarlacolisión(frenar,correr,volveralaacera,etc)","


PRIORIDADDEPASO"
CIR,"




064

025","




-4","





5C","





0","




Grave076.-C)","NORESPETARLAPRIORIDAD
DEPASOPARACICLISTAS.(SÓLOPARASUPUESTOSENLOSQUEELAGENTEPERCIBAAUSENCIADERIESGOINMEDIATOPARACICLISTAS.TODOSLOSCONDUCTORESDEVEHÍCULOSAMOTORDEBENRECONOCERLAPRIORIDADDEPASOALOSCONDUCTORESDEBICICLETASCUANDOCIRCULENPORUNCARRIL
BICI,)	","




200.0

100.0",Conductor,"

NOTA:pasoparaciclistasoarcéndebidamenteseñalizados;asícomocuandoparaentrarenotravíaelvehículodemotorgireaderechaoizquierda,enlossupuestospermitidos,yhayaunciclistaensusproximidades;ocuando,circulandoengrupo,elprimerohayainiciadoyaelcruceohayaentradoenunaglorieta.","






PRIORIDADDEPASO"
CIR,"065

025","-

1","
5A","
4",Grave076.-C),"NORESPETARLAPRIORIDADDEPASODELOSPEATONES,CONRIESGOPARAÉSTOS","200.0

100.0",Conductor,"
NOTA:Vernotasincorporadasalpreceptoanterior","
PRIORIDADDEPASO"
CIR,"

065

025","

-5","


5B","


0","

Grave076.-C)","NORESPETARLAPRIORIDAD
DEPASODELOSPEATONES(SÓLOPARASUPUESTOSENLOSQUEELAGENTEPERCIBAAUSENCIADERIESGOINMEDIATOPARA
PEATONES)	","

200.0

100.0",Conductor,,"


PRIORIDADDEPASO"
CIR,"066

025","1

3","
5A","
4",Grave076.-C),"NORESPETARLAPRIORIDADDEPASODELOSANIMALES,CONRIESGOPARAÉSTOS","200.0

100.0",Conductor,"
NOTA:Vernotasincorporadasalpreceptoanterior","
PRIORIDADDEPASO"
CIR,"

066

025","

1

3","


5B","


0","

Grave076.-C)","NORESPETARLAPRIORIDADDEPASODELOSANIMALES(SÓLOPARASUPUESTOSENLOSQUEELAGENTEPERCIBAAUSENCIADERIESGOINMEDIATOPARA
ANIMALES)	","

200.0

100.0",Conductor,,"

PRIORIDADDEPASO"
CIR,"






067

027","






1

-","







5A","







0","






Grave076.-C)","HACERUSODELAPRIORIDADDEPASOSOBRELOSDEMÁSVEHÍCULOSYOTROSUSUARIOSDELAVÍA,ELCONDUCTORDEUNVEHÍCULODEURGENCIA,SINHALLARSEENSERVICIODETALCARÁCTER(TIENENELCARÁCTERDEPRIORITARIOSLOSVEHÍCULOSDELOSSERVICIOSDEPOLICÍA,EXTINCIÓNDEINCENDIOS,PROTECCIÓNCIVILYSALVAMENTO,YDEASISTENCIASANITARIA,PÚBLICAOPRIVADA,QUECIRCULENENSERVICIO
URGENTE.)","






200.0

100.0",Conductor,"




NOTA:Podráncircularporencimadeloslímitesdevelocidad,yestaránexentosdecumplirotrasnormasoseñalesenloscasosyconlascondicionesquesedeterminen.","






VEHÍCULOSPRIORITARIOS"
CIR,"
067

027","
2

-","

5A","

0","
Grave076.-C)","VULNERARLAPRIORIDADDEPASO,ELCONDUCTORDEUNVEHÍCULODEURGENCIA,SINCERCIORARSEDEQUENOEXISTARIESGOOPELIGRO
PARALOSDEMÁSUSUARIOS	","
200.0

100.0",Conductor,"
NOTA:Deberáindicarse,sucintamente,lamaniobrarealizadayelpeligrocreado","

VEHÍCULOSPRIORITARIOS"
CIR,"


068

027","


1

-","



5A","



0","


Grave076.-C)","CONDUCIRUNVEHÍCULOPRIORITARIO,ENSERVICIOURGENTE,SINADOPTARLASPRECAUCIONESPRECISASPARANOPONERENPELIGROALOSDEMÁSUSUARIOS(DEBERÁINDICARSESUCINTAMENTELAMANIOBRAREALIZADAY
PELIGROCREADO)","


200.0

100.0",Conductor,,"


VEHÍCULOSPRIORITARIOS"
CIR,"

068

027","

2

-","


5A","


0","

Grave076.-C)","CONDUCIRUNVEHÍCULO
PRIORITARIOENSERVICIOURGENTESINADVERTIRSUPRESENCIAMEDIANTELAUTILIZACIÓNDELASSEÑALESLUMINOSASYACÚSTICASREGLAMENTARIAMENTEESTABLECIDAS","

200.0

100.0",Conductor,,"

VEHÍCULOSPRIORITARIOS"
CIR,"
068

027","
2

-","

5B","

0","
Grave076.-C)","CONDUCIRUNVEHÍCULO
PRIORITARIOUTILIZANDOSEÑALESACÚSTICASESPECIALESDEMANERAINNECESARIA,BASTANDOELUSOAISLADODELASEÑAL
LUMINOSA	","
200.0

100.0",Conductor,,"

VEHÍCULOSPRIORITARIOS"
CIR,"

069

027","

-

-","


5A","


0","

Grave076.-C)","NOFACILITARELPASOAUNVEHÍCULOPRIORITARIOQUECIRCULAENSERVICIODEURGENCIA,DESPUÉSDEPERCIBIRLASSEÑALESQUEANUNCIANSUPROXIMIDAD","

200.0

100.0",Conductor,"NOTA:Losdemásconductoresadoptaránlasmedidasadecuadas,segúnlascircunstanciasdelmomentoylugarparafacilitarleselpaso,apartándosenormalmenteasuderechaodeteniéndosesifuera
preciso.","

VEHÍCULOSPRIORITARIOS"
CIR,"




069

026","




-1","





5B","





0","




Grave076.-C)","NODETENERELVEHÍCULORESEÑADOCONLASDEBIDASPRECAUCIONESENELLADODERECHOCUANDOUNVEHÍCULOPOLICIALMANIFIESTASUPRESENCIAREGLAMENTARIAMENTE(SICONCURRIERANCIRCUNSTANCIASQUEPERMITIERANCALIFICARLACONDUCTADENEGLIGENTEOTEMERARIASEDENUNCIARÍAPORELARTÍCULO3DELPRESENTE
REGLAMENTO)	","




200.0

100.0",Conductor,,"




VEHÍCULOSPRIORITARIOS"
CIR,"






070

026","






2

1","







5A","







0","






Grave076.-C)","NOFACILITARELPASOAUNVEHÍCULONOPRIORITARIOQUECIRCULAENSERVICIODEURGENCIA,DESPUÉSDEPERCIBIRLASSEÑALESQUEANUNCIANSUPROXIMIDAD(SIELCONDUCTORDEUNVEHÍCULONOPRIORITARIOSEVIERAFORZADO,SINPODERRECURRIRAOTROMEDIO,AEFECTUARUNSERVICIODELOSNORMALMENTERESERVADOSALOSPRIORITARIOS,PROCURARÁQUELOSDEMÁSUSUARIOSADVIERTANLAESPECIALSITUACIONENQUECIRCULA,
)","






200.0

100.0",Conductor,"





NOTA:utilizandoparaelloelavisadoracústicoenformaintermitenteyconectandolaluzdeemergencia,sisedispusieradeellaoagitandounpañuelooprocedimientosimilar.","






VEHÍCULOSPRIORITARIOS"
CIR,"

070

027","

3

-","


5A","


0","

Grave076.-C)","NOJUSTIFICARELCONDUCTORDEUNVEHÍCULONOPRIORITARIOSUPRESUNTACIRCULACIÓNENSERVICIODEURGENCIACOMOCONSECUENCIADECIRCUNSTANCIAS
ESPECIALMENTEGRAVES	","

200.0

100.0",Conductor,,"

VEHÍCULOSPRIORITARIOS"
CIR,"





071

012","





1

6","






5B","






0","





Muygrave077.-
L)","CIRCULARUNVEHÍCULOESPECIALTRANSPORTANDOCARGASINESTARDESTINADOAPRESTARSERVICIOSDETRANSPORTEESPECIAL(LOSVEHÍCULOSESPECIALESSÓLOPUEDENUTILIZARLASVÍASOBJETODELALEGISLACIÓNDETRÁFICOPARADESPLAZARSE,NOPUDIENDOREALIZARLASTAREASPARALASQUEESTÉNDESTINADOSENFUNCIÓNDESUSCARACTERÍSTICAS
TÉCNICAS,)","





500.0

250.0",Titular,"


NOTA:conexcepcióndelosquerealicentrabajodeconstrucción,reparaciónoconservacióndelasvíasexclusivamenteenlaszonasdondesellevenacabodichostrabajosydelosespecíficamentedestinadosaremolcarvehículosaccidentados,averiadosomalestacionados.","





VEHÍCULOSESPECIALES"
CIR,"

071

017","

1

1","


5C","


0","

Grave076.-C)","CIRCULARUNVEHÍCULOESPECIALREALIZANDOLASTAREASPARALASQUEESTÁDESTINADOENFUNCIÓNDESUSCARACTERÍSTICASTÉCNICAS,FUERADELAZONADONDESELLEVANA
CABODICHOSTRABAJOS","

200.0

100.0",Conductor,"

NOTA:Salvoquehayaquedadoacreditadalanecesidaddeaccesoaunamínimapartedelavíaparaentrarensuzonadetrabajo","

VEHÍCULOSESPECIALES"
CIR,"


071

043","


2

1","



5A","



0","


Grave076.-C)","NOUTILIZARELCONDUCTORDEUNVEHÍCULODESTINADOAOBRASOSERVICIOS,QUETRABAJEENOPERACIONESDELIMPIEZA,CONSERVACIÓN,SEÑALIZACIÓN,OREPARACIÓNDELASVÍAS,LASEÑALIZACIÓNLUMINOSAV-2,CUANDOCIRCULEEN
AUTOPISTAOAUTOVIA","


200.0

100.0",Conductor,,"



VEHÍCULOSESPECIALES"
CIR,"

071

043","

3

1","


5A","


0","


Grave076.-C)","NOUTILIZARELCONDUCTOR
DEUNVEHÍCULOESPECIALOENRÉGIMENDETRANSPORTEESPECIALLASEÑALIZACIÓNLUMINOSAV-2OAQUELLASLUCESREGLAMENTARIAMENTEEXIGIBLESENCASODEAVERÍADEAQUELLA","

200.0

100.0",Conductor,"NOTA:TalseñalluminosaV-2
deberáutilizarse,tantodedíacomodenoche,siemprequecirculenporvíasdeusopúblicoaunavelocidadquenosuperelos40km/h.Encasodeaveríadeestaseñal,deberáutilizarselaluzdecrucejuntoconlaslucesindicadorasdedirecciónconseñaldeemergencia.","



VEHÍCULOSESPECIALES"
CIR,"
072

028","
1

-","

5A","

0","
Grave076.-C)","INCORPORARSEALACIRCULACIÓNELCONDUCTORDEUNVEHÍCULONOCEDIENDOEL
PASOAOTROSVEHÍCULOS","
200.0

100.0",Conductor,,"
CEDAELPASO"
CIR,"

072

028","

1

-","


5B","


4","

Grave076.-C)","INCORPORARSEALACIRCULACIÓNELCONDUCTORDEUNVEHÍCULO,NOCEDIENDOELPASOAOTROVEHÍCULO,EXISTIENDOPELIGROPARA
OTROSUSUARIOS.","

200.0

100.0",Conductor,"
NOTA:Seráprecisoespecificarelpeligrocausadoparaotrosusuarios,dadoquesinofueraposibleindicarloseutilizaríalaopciónanterior.","

CEDAELPASO"
CIR,"



072

028","



1

-","




5C","




0","



Grave076.-C)","INCORPORARSEALACIRCULACIÓNENUNAVÍAELCONDUCTORDEUNVEHÍCULOPROCEDENTEDEVÍASDEACCESO,ZONASDESERVICIOOPROPIEDADCOLINDANTEAAQUELLAS,SINADVERTIRLOCONSEÑALESOBLIGATORIASPARAESTOSCASOS,NOCEDIENDOELPASOAOTROS
VEHÍCULOS","



200.0

100.0",Conductor,,"



CEDAELPASO"
CIR,"

072

028","

1

-","


5D","


4","


Grave076.-C)","INCORPORARSEALA
CIRCULACIÓNENUNAVÍAELCONDUCTORDEUNVEHÍCULOPROCEDENTEDELAVÍADEACCESO,ZONADESERVICIOOPROPIEDADCOLINDANTEAAQUELLA,EXISTIENDOPELIGROPARAOTROSUSUARIOS","

200.0

100.0",Conductor,"

NOTA:Seráprecisoespecificarelpeligrocausadoparaotrosusuarios,dadoquesinofueraposibleindicarloseutilizaríalaopciónanterior.","


CEDAELPASO"
CIR,"








072

028","








2

-","









5A","









0","








Grave076.-C)","INCORPORARSEALA
CIRCULACIÓNENUNAVÍADEUSOPÚBLICOELCONDUCTORDEUNVEHÍCULOPROCEDENTEDEUNCAMINOEXCLUSIVAMENTEPRIVADO,SINADVERTIRLOCONLASSEÑALESOBLIGATORIASPARAESTOSCASOS,NOCEDIENDOELPASOAOTROSVEHÍCULOS(ELCONDUCTORQUESEINCORPOREALACIRCULACIÓNADVERTIRÁÓPTICAMENTELAMANIOBRA.ELDESPLAZAMIENTOLATERALSERÁADVERTIDOUTILIZANDOLALUZINDICADORADEDIRECCIÓNCORRESPONDIENTEALLADOHACIAELQUESEVAA","








200.0

100.0",Conductor,"





NOTA:oelbrazo,enposicionhorizontalconlapalmadelamanoextendidahaciaabajo,sieldesplazamientovaserhaciaelladoquelamanoindica,odobladohaciaarriba,tambiénconlapalmadelamanoextendida,sivaaserhaciaelcontrario(art.109RGCirc.)","









CEDAELPASO"
CIR,"



072

028","



2

-","




5B","




4","



Grave076.-C)","INCORPORARSEALACIRCULACIÓNENUNAVÍADEUSOPÚBLICOELCONDUCTORDEUNVEHÍCULOPROCEDENTEDEUNCAMINOEXCLUSIVAMENTEPRIVADO,SINADVERTIRLOCONLASSEÑALESOBLIGATORIASPARAESTOSCASOS,CONPELIGROPARAOTROS
USUARIOS","



200.0

100.0",Conductor,"


NOTA:Seráprecisoespecificarelpeligrocausadoparaotrosusuarios,dadoquesinofueraposibleindicarloseutilizaríalaopciónanterior.","



CEDAELPASO"
CIR,"

072

028","

3

-","


5A","


0","

Grave076.-C)","NOADVERTIRELCONDUCTORDEUNVEHÍCULOMEDIANTELASSEÑALESÓPTICASOPORTUNASLAMANIOBRADEINCORPORACIÓNALA
CIRCULACIÓN","

200.0

100.0",Conductor,,"

CEDAELPASO"
CIR,"
072

028","
4

-","

5A","

0","
Grave076.-C)","INCORPORARSEALACALZADAPROCEDENTEDEUNCARRILDEACELERACIÓN,SINCEDERELPASOAOTRO
VEHÍCULO","
200.0

100.0",Conductor,,"
CEDAELPASO"
CIR,"

072

028","

4

-","


5B","


4","

Grave076.-C)","INCORPORARSEALACALZADAPROCEDENTEDEUNCARRILDEACELERACIÓN,SINCEDERELPASO,CONPELIGROPARAOTROSUSUARIOSQUETRANSITANPORLACALZADAALAQUE
SEINCORPORA	","

200.0

100.0",Conductor,"
NOTA:Seráprecisoespecificarelpeligrocausadoparaotrosusuarios,dadoquesinofueraposibleindicarloseutilizaríalaopciónanterior.","



CEDAELPASO"
CIR,"
073

029","
1

-","

5A","

0","

Leve","NOFACILITARLAINCORPORACIÓNALACIRCULACIÓNDEOTROVEHÍCULO,SIENDOPOSIBLE
HACERLO","
80.0

40.0",Conductor,,"
CEDAELPASO"
CIR,"


073

029","


1

-","



5B","



0","



Leve","
NOFACILITARLAINCORPORACIÓNALACIRCULACIÓNDEUNVEHÍCULODETRANSPORTECOLECTIVODEVIAJEROSDESDEUNAPARADASEÑALIZADA,SIENDOPOSIBLEHACERLO","


80.0

40.0",Conductor,"NOTA:Lodispuestoanteriormentenomodificalaobligaciónquetienenlosconductoresdevehiculosdetransportecolectivodeviajerosdeadoptarlasprecaucionesnecesariasparaevitartodoriesgodeaccidente,despuésdehaberanunciadopormediodesusindicadoresdedirecciónsu
propósitodereanudarlamarcha.","


CEDAELPASO"
CIR,"

073

029","

3

-","


5A","


0","


Leve","REANUDARLAMARCHA,ELCONDUCTORDEUNVEHÍCULODETRANSPORTECOLECTIVODEVIAJEROS,SINADOPTARLASPRECAUCIONESNECESARIASPARAEVITARTODORIESGODEACCIDENTE(ESPECIFICAR
LACONDUCTAREALIZADA)	","

80.0

40.0",Conductor,,"



CEDAELPASO"
CIR,"
074

030","
1

1","

5A","

0","
Grave076.-C)","EFECTUARUNCAMBIODEDIRECCIÓNSINADVERTIRLOCONSUFICIENTEANTELACIÓNALOSCONDUCTORESQUE
CIRCULANDETRÁSSUYO","
200.0

100.0",Conductor,,"

CAMBIODESENTIDO"
CIR,"
074

030","
1

1","

5B","

0","
Grave076.-C)","EFECTUARUNCAMBIODEDIRECCIÓNALAIZQUIERDACONPELIGROPARALOSVEHÍCULOSQUESEACERCANENSENTIDO
CONTRARIO","
200.0

100.0",Conductor,,"

CAMBIODESENTIDO"
CIR,"
074

030","
1

1","

5C","

0","
Grave076.-C)","EFECTUARUNCAMBIODEDIRECCIÓNALAIZQUIERDASINVISIBILIDADSUFICIENTE(DEBERÁINDICARSELACAUSADEFALTADE
VISIBILIDAD)","
200.0

100.0",Conductor,,"

CAMBIODESENTIDO"
CIR,"074

030","2

2","
5A","
0",Grave076.-C),CAMBIARDECARRILSINRESPETARLAPRIORIDADDELQUECIRCULAPORELCARRILQUESEPRETENDEOCUPAR,"200.0

100.0",Conductor,,UTILIZACIÓNCARRILES
CIR,"

075

030","

1

1","


5A","


0","

Grave076.-C)","
NOADVERTIRELPROPÓSITODEREALIZARLAMANIOBRADECAMBIODEDIRECCIÓNCONLASSEÑALESÓPTICASCORRESPONDIENTES","

200.0

100.0",Conductor,"NOTA:Todoconductordeunvehiculoquepretendarealizaruncambiodedirecciondeberácolocarelvehículoenellugaradecuadoyseefectuaráconlanecesariaantelaciónylamaniobraenel
menorespacioytiempoposible.","

CAMBIODESENTIDO"
CIR,"

075

030","

1

3","


5B","


0","

Grave076.-C)","EFECTUARLAMANIOBRADECAMBIODEDIRECCIÓNSINCOLOCARELVEHÍCULOENELLUGARADECUADO,CONLANECESARIAANTELACIÓNYENELMENORESPACIOY
TIEMPOPOSIBLES	","

200.0

100.0",Conductor,,"

CAMBIODESENTIDO"
CIR,"

076

030","

1

3","


5A","


0","

Grave076.-C)","REALIZARUNCAMBIODEDIRECCIÓNCONELVEHÍCULORESEÑADOSINADOPTARLASPRECAUCIONESNECESARIASPARAEVITARTODOPELIGRO
ALRESTODELOSUSUARIOS","

200.0

100.0",Conductor,,"

CAMBIODESENTIDO"
